Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage IDs	Taxonomic lineage (CLASS)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SUBPHYLUM)	Taxonomic lineage (SUBCLASS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (SUPERPHYLUM)	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (SUPERCLASS)	Taxonomic lineage (SUBKINGDOM)	Proteomes
A0A851K3I9	A0A851K3I9_VIDCH	unreviewed	RGPA1 protein (Fragment)	Ralgapa1_0 Ralgapa1_1 VIDCHA_R09274 VIDCHA_R15564	Vidua chalybeata (Village indigobird)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Estrildidae, Viduinae, Vidua, Vidua chalybeata (Village indigobird)	81927	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000634236: Unassembled WGS sequence
A0A851XUX2	A0A851XUX2_EOLRO	unreviewed	ZNF92 protein (Fragment)	Znf92_0 Znf92_1 EOLROS_R01620 EOLROS_R08751	Eolophus roseicapilla (Galah cockatoo) (Cacatua roseicapilla)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Psittaciformes, Cacatuidae (cockatoos), Eolophus, Eolophus roseicapilla (Galah cockatoo) (Cacatua roseicapilla)	176039	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000637704: Unassembled WGS sequence
A0A835CW71	A0A835CW71_9HYME	unreviewed	Uncharacterized protein	HCN44_009914 HCN44_009916	Aphidius gifuensis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Parasitoida, Ichneumonoidea, Braconidae, Aphidiinae, Aphidius, Aphidius gifuensis	684658	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000639338: Unassembled WGS sequence
A0A850TPV9	A0A850TPV9_GRUAM	unreviewed	BAZ1B kinase (Fragment)	Baz1b_0 GRUAME_R01876	Grus americana (Whooping crane)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Gruiformes, Gruidae (cranes), Grus, Grus americana (Whooping crane)	9117	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000640762: Unassembled WGS sequence
A0A850UIQ7	A0A850UIQ7_9CORV	unreviewed	ADCL4 protein (Fragment)	Aadacl4_2 CHLHAR_R09956	Chloropsis hardwickii	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Irenidae, Chloropsis, Chloropsis hardwickii	667144	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000640999: Unassembled WGS sequence
A0A851BXF3	A0A851BXF3_CALVR	unreviewed	TMM25 protein (Fragment)	Tmem25_1 Tmem25_0 CALVIR_R11314 CALVIR_R11315	Calyptomena viridis (Lesser green broadbill)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Eurylaimidae, Calyptomena, Calyptomena viridis (Lesser green broadbill)	135972	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000642973: Unassembled WGS sequence
A0A811ZV39	A0A811ZV39_NYCPR	unreviewed	(raccoon dog) hypothetical protein	NYPRO_LOCUS25613	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Caniformia, Canidae (dog, coyote, wolf, fox), Nyctereutes, Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	34880	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000645828: Unassembled WGS sequence
A0A3B3DNL2	A0A3B3DNL2_ORYME	unreviewed	Lactamase beta like 1 (Putative beta-lactamase-like 1)	FQA47_024485	Oryzias melastigma (Marine medaka)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Atherinomorphae, Beloniformes (medakas, needlefish and others), Adrianichthyoidei, Adrianichthyidae, Oryziinae (medakas), Oryzias, Oryzias melastigma (Marine medaka)	30732	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000261560: Unplaced, UP000646548: Unassembled WGS sequence
A0A191T1N2	A0A191T1N2_SPOEX	unreviewed	UDP-glucuronosyltransferase (EC 2.4.1.17)	HW555_001488	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Noctuoidea, Noctuidae (owlet moths), Amphipyrinae, Spodoptera, Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000648187: Unassembled WGS sequence
A0A851Y8G0	A0A851Y8G0_9AVES	unreviewed	PC11X protein (Fragment)	Pcdh11x_0 HALSEN_R09299	Halcyon senegalensis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coraciiformes (kingfishers and others), Alcedinidae (kingfishers), Halcyon, Halcyon senegalensis	342381	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000648918: Unassembled WGS sequence
A0A850WWP4	A0A850WWP4_PIACA	unreviewed	TOPK kinase (Fragment)	Pbk PIACAY_R12176	Piaya cayana (Common squirrel cuckoo)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Cuculiformes (cuckoos and others), Coccyzidae, Piaya, Piaya cayana (Common squirrel cuckoo)	33601	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000653271: Unassembled WGS sequence
A0A852I120	A0A852I120_9PASS	unreviewed	Histone H4 (Fragment)	NICCHL_R04307 NICCHL_R04407 NICCHL_R07061 NICCHL_R12886	Nicator chloris	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Sylvioidea, Pycnonotidae (bulbuls), Nicator, Nicator chloris	237433	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000653383: Unassembled WGS sequence
A0A852L780	A0A852L780_UROIN	unreviewed	Guanine nucleotide-binding protein subunit gamma (Fragment)	Gng5_1 Gng5_0 UROIND_R13346 UROIND_R13347	Urocolius indicus (Red-faced mousebird) (Colius indicus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coliiformes (mousebirds), Coliidae, Urocolius, Urocolius indicus (Red-faced mousebird) (Colius indicus)	458196	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000654395: Unassembled WGS sequence
A0A5P1MU51	A0A5P1MU51_9HYME	unreviewed	Elongation factor 1-alpha	EF1-a E2986_03548	Frieseomelitta varia	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Apoidea (bees), Apidae (bumble bees and honey bees), Apinae (honey bees), Meliponini (stingless bees), Frieseomelitta, Frieseomelitta varia	561572	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000655588: Unassembled WGS sequence
A0A852DY11	A0A852DY11_VIDMA	unreviewed	BEND3 protein (Fragment)	Bend3 VIDMAC_R05259	Vidua macroura (Pin-tailed whydah)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Estrildidae, Viduinae, Vidua, Vidua macroura (Pin-tailed whydah)	187451	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000656497: Unassembled WGS sequence
A0A851Q2Q9	A0A851Q2Q9_ANHAN	unreviewed	SIM18 protein (Fragment)	Smim18 ANHANH_R14480	Anhinga anhinga (Anhinga) (Plotus anhinga)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes (Ibis, herons and pelicans), Anhingidae (anhingas), Anhinga, Anhinga anhinga (Anhinga) (Plotus anhinga)	56067	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000657035: Unassembled WGS sequence
A0A852P646	A0A852P646_9PASS	unreviewed	Catenin alpha-2 (Alpha N-catenin) (Fragment)	Ctnna2_1 ATRCLA_R12669	Atrichornis clamosus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Menuridae, Atrichornis, Atrichornis clamosus	449594	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000658642: Unassembled WGS sequence
A0A851W4C1	A0A851W4C1_9PASS	unreviewed	CENPA protein (Fragment)	Cenpa_0 Cenpa_1 COPSEC_R02627 COPSEC_R13170	Copsychus sechellarum	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Muscicapidae (Old World flycatchers), Copsychus, Copsychus sechellarum	797021	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000659062: Unassembled WGS sequence
A0A851DVD1	A0A851DVD1_TODME	unreviewed	KCNJ8 protein (Fragment)	Kcnj8 TODMEX_R11190	Todus mexicanus (Puerto Rican tody)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Coraciiformes (kingfishers and others), Todidae, Todus, Todus mexicanus (Puerto Rican tody)	135184	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000660247: Unassembled WGS sequence
A0A851IV53	A0A851IV53_9PASS	unreviewed	SRCRM protein (Fragment)	Srcrm_0 Srcrm_2 DONATR_R14852 DONATR_R15226	Donacobius atricapilla	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Mimidae, Donacobius, Donacobius atricapilla	237420	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000660704: Unassembled WGS sequence
A0A813Z762	A0A813Z762_ADIRI	unreviewed	Hypothetical protein	EDS130_LOCUS9447 XAT740_LOCUS51434	Adineta ricciae (Rotifer)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Adinetida, Adinetidae, Adineta, Adineta ricciae (Rotifer)	249248	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663828: Unassembled WGS sequence, UP000663852: Unassembled WGS sequence
A0A814TDV9	A0A814TDV9_9BILA	unreviewed	Hypothetical protein	GPM918_LOCUS21632 GPM918_LOCUS21635	Didymodactylos carnosus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Philodinida, Philodinidae, Didymodactylos, Didymodactylos carnosus	1234261	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663829: Unassembled WGS sequence
A0A814LMH5	A0A814LMH5_9BILA	unreviewed	Alkaline ceramidase (EC 3.5.1.-)	BJG266_LOCUS15758 QVE165_LOCUS18485	Adineta steineri	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Adinetida, Adinetidae, Adineta, Adineta steineri	433720	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663832: Unassembled WGS sequence, UP000663877: Unassembled WGS sequence
A0A814MWV7	A0A814MWV7_9BILA	unreviewed	Hypothetical protein	DUG663_LOCUS10256 NFQ510_LOCUS12191 NZN594_LOCUS18794 NZO219_LOCUS10077 XKC960_LOCUS3830 XPS770_LOCUS2702	Rotaria sp. Silwood1	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Rotaria, unclassified Rotaria, Rotaria sp. Silwood1	2762511	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663821: Unassembled WGS sequence, UP000663830: Unassembled WGS sequence, UP000663835: Unassembled WGS sequence, UP000663839: Unassembled WGS sequence, UP000663847: Unassembled WGS sequence, UP000663858: Unassembled WGS sequence
A0A820ABZ4	A0A820ABZ4_9BILA	unreviewed	Hypothetical protein (Fragment)	OVN521_LOCUS25676	Rotaria magnacalcarata	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Rotaria, Rotaria magnacalcarata	392030	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663866: Unassembled WGS sequence
A0A815F169	A0A815F169_9BILA	unreviewed	Hypothetical protein	JXQ802_LOCUS30461	Rotaria sordida	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Rotaria, Rotaria sordida	392033	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663870: Unassembled WGS sequence
A0A817YMA1	A0A817YMA1_9BILA	unreviewed	Hypothetical protein	FME351_LOCUS9547 GRG538_LOCUS8297 HFQ381_LOCUS19506 LUA448_LOCUS11481 QYT958_LOCUS9152 TIS948_LOCUS24306 TSG867_LOCUS17238 UJA718_LOCUS9689	Rotaria socialis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Rotaria, Rotaria socialis	392032	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663825: Unassembled WGS sequence, UP000663833: Unassembled WGS sequence, UP000663848: Unassembled WGS sequence, UP000663851: Unassembled WGS sequence, UP000663862: Unassembled WGS sequence, UP000663869: Unassembled WGS sequence, UP000663872: Unassembled WGS sequence, UP000663873: Unassembled WGS sequence
A0A821S3Z3	A0A821S3Z3_9NEOB	unreviewed	(mimic poison frog) hypothetical protein	RIMITATOR_LOCUS177 RIMITATOR_LOCUS3899760	Ranitomeya imitator (mimic poison frog)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amphibia, Batrachia, Anura, Neobatrachia, Hyloidea, Dendrobatidae (dart-poison frogs), Dendrobatinae, Ranitomeya, Ranitomeya imitator (mimic poison frog)	111125	Amphibia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000663875: Unassembled WGS sequence
A0A814NLT3	A0A814NLT3_9BILA	unreviewed	Histone H2B	OXX778_LOCUS20846 OXX778_LOCUS21670 OXX778_LOCUS9026	Brachionus calyciflorus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Monogononta, Pseudotrocha, Ploima, Brachionidae, Brachionus, Brachionus calyciflorus	104777	Eurotatoria	Rotifera (rotifers)		Monogononta	Metazoa		Eukaryota			UP000663879: Unassembled WGS sequence
A0A821W2U1	A0A821W2U1_9NEOP	unreviewed	Hypothetical protein	PMACD_LOCUS12682 PMACD_LOCUS12683	Pieris macdunnoughi	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Amphiesmenoptera, Lepidoptera (butterflies and moths), Glossata, Neolepidoptera, Heteroneura, Ditrysia, Obtectomera, Papilionoidea (butterflies), Pieridae (white, yellow and sulphur butterflies), Pierinae (whites), Pierini, Pieris, Pieris macdunnoughi	345717	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000663880: Unassembled WGS sequence
A0A821N9E2	A0A821N9E2_9BILA	unreviewed	Hypothetical protein	DRW283_LOCUS36704 JQV615_LOCUS50043 RMH319_LOCUS51699	Rotaria sp. Silwood2	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Gnathifera, Rotifera (rotifers), Eurotatoria, Bdelloidea, Rotaria, unclassified Rotaria, Rotaria sp. Silwood2	2762512	Eurotatoria	Rotifera (rotifers)		Bdelloidea	Metazoa		Eukaryota			UP000663863: Unassembled WGS sequence, UP000663867: Unassembled WGS sequence, UP000663884: Unassembled WGS sequence
A0A836JQQ0	A0A836JQQ0_9HYME	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Fragment)	Ca5a G6Z78_0011397	Pseudoatta argentina	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Pseudoatta, Pseudoatta argentina	621737	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000668214: Unassembled WGS sequence
A0A836G8J2	A0A836G8J2_9HYME	unreviewed	EI2BB factor (Fragment)	Eif2b2 G6Z76_0012318	Acromyrmex charruanus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Myrmicinae, Attini, Acromyrmex, Acromyrmex charruanus	2715315	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000669903: Unassembled WGS sequence
